PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Actual,Pred_Baseline (prior),Pred_Logistic Regression,Pred_Decision Tree,Pred_Random Forest,Pred_Hist Gradient Boosting
157.9,137.8,8.2,113.1,198.3,21.7,1.49,99.7,87.5,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
484.5,478.5,47.7,22.2,181.2,15.9,5.2,75.0,169.7,Severe,Very Poor,Severe,Severe,Severe,Very Poor
7.3,492.8,125.5,132.7,122.1,26.9,9.47,10.3,146.1,Severe,Very Poor,Very Poor,Severe,Severe,Severe
264.5,517.7,49.4,0.5,26.3,27.4,2.3,23.8,101.2,Severe,Very Poor,Satisfactory,Severe,Severe,Moderate
209.9,75.4,160.5,81.0,113.6,35.3,3.82,94.6,13.8,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
123.6,415.7,164.5,44.3,103.1,30.5,8.56,44.1,178.4,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
408.2,216.3,153.8,111.1,244.0,48.0,5.57,40.5,61.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
15.3,497.4,185.4,24.8,180.1,1.2,9.24,90.0,9.7,Severe,Very Poor,Very Poor,Severe,Severe,Severe
106.9,533.2,189.4,96.3,97.7,44.3,1.76,62.3,43.2,Poor,Very Poor,Very Poor,Poor,Poor,Poor
259.7,436.7,139.9,105.1,245.4,47.5,3.4,64.2,141.3,Severe,Very Poor,Severe,Severe,Severe,Severe
476.5,251.5,121.2,137.9,198.1,44.0,8.67,8.8,174.7,Poor,Very Poor,Poor,Poor,Poor,Poor
367.5,81.2,145.3,71.4,222.6,7.0,0.63,38.4,150.1,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
480.4,40.4,37.0,114.5,162.7,21.4,7.58,32.2,198.5,Poor,Very Poor,Poor,Poor,Poor,Poor
475.5,112.4,172.0,21.0,203.8,1.6,4.9,97.5,90.3,Moderate,Very Poor,Moderate,Moderate,Moderate,Severe
316.4,599.9,146.7,126.9,63.7,31.0,3.27,31.2,181.7,Severe,Very Poor,Severe,Severe,Severe,Satisfactory
267.5,275.3,84.9,49.0,143.2,5.0,7.28,2.1,98.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
3.7,501.5,120.9,47.7,55.0,18.0,0.61,51.7,88.1,Satisfactory,Very Poor,Satisfactory,Satisfactory,Severe,Very Poor
401.1,190.2,61.3,36.2,44.9,16.9,7.6,24.5,45.3,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
310.3,557.5,65.9,108.7,108.3,2.9,5.39,73.2,153.5,Severe,Very Poor,Severe,Severe,Severe,Severe
111.3,204.3,139.3,18.7,208.4,12.9,8.6,55.7,13.6,Poor,Very Poor,Moderate,Poor,Poor,Poor
23.0,330.4,45.4,135.5,157.2,14.3,0.06,55.3,25.3,Poor,Very Poor,Satisfactory,Poor,Poor,Poor
462.7,498.3,80.6,2.7,204.8,49.5,1.7,82.9,26.2,Severe,Very Poor,Satisfactory,Moderate,Severe,Severe
335.1,350.0,78.0,99.8,95.0,49.1,9.47,69.9,63.0,Severe,Very Poor,Moderate,Severe,Severe,Severe
183.1,303.7,92.7,149.3,199.4,15.5,2.44,21.5,187.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
178.3,229.5,151.0,42.7,175.0,26.8,0.73,77.3,191.1,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
219.2,406.9,62.0,149.2,196.3,7.0,7.98,40.8,58.3,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
398.6,204.4,123.3,91.8,82.9,32.3,0.48,11.4,45.8,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Very Poor
147.1,357.3,48.7,2.6,157.6,19.0,2.2,43.7,59.5,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
106.4,371.2,48.8,64.5,144.3,32.5,7.04,11.0,119.0,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
332.8,427.0,93.4,109.4,242.5,42.2,7.62,41.5,156.4,Severe,Very Poor,Severe,Severe,Severe,Severe
88.4,338.4,196.5,97.8,26.1,41.2,5.14,47.2,49.6,Poor,Very Poor,Very Poor,Poor,Poor,Poor
323.9,315.9,141.6,133.1,99.5,12.3,8.89,3.4,191.0,Severe,Very Poor,Poor,Severe,Severe,Severe
6.3,592.9,148.6,128.1,59.4,6.7,1.26,84.6,187.9,Poor,Very Poor,Poor,Moderate,Poor,Very Poor
295.3,571.7,100.1,66.8,170.1,32.1,1.21,58.5,115.2,Severe,Very Poor,Severe,Severe,Severe,Very Poor
120.8,476.4,177.5,62.6,181.8,28.3,2.21,83.8,132.9,Severe,Very Poor,Very Poor,Severe,Severe,Severe
216.6,173.0,146.9,145.0,97.4,17.3,9.81,64.9,172.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
479.4,112.5,180.9,46.6,213.5,0.1,7.71,12.2,195.8,Poor,Very Poor,Poor,Poor,Poor,Poor
400.1,336.4,188.2,36.5,0.7,10.4,5.77,29.0,108.4,Poor,Very Poor,Severe,Poor,Poor,Poor
209.4,560.8,59.7,63.6,71.6,26.3,0.47,30.4,194.4,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Severe
178.5,358.4,90.9,64.1,36.7,16.4,9.2,79.7,153.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
54.9,74.9,72.5,49.0,242.3,33.0,0.65,24.5,28.6,Satisfactory,Very Poor,Satisfactory,Satisfactory,Moderate,Moderate
158.2,404.6,74.8,83.4,244.5,16.7,1.11,82.8,195.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
245.0,69.3,192.3,44.0,225.0,4.8,3.93,58.8,27.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
366.1,513.6,104.0,93.5,5.7,25.3,1.16,18.0,50.9,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Very Poor
5.1,94.8,90.1,79.3,21.5,1.5,5.85,59.2,196.3,Poor,Very Poor,Poor,Poor,Poor,Poor
392.4,513.9,46.9,14.2,65.2,16.4,1.95,29.9,27.1,Satisfactory,Very Poor,Satisfactory,Satisfactory,Satisfactory,Severe
334.3,146.9,14.2,83.7,88.6,26.4,2.15,46.5,73.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
499.3,467.2,156.0,90.4,231.1,17.2,4.51,57.8,15.9,Severe,Very Poor,Severe,Severe,Severe,Severe
11.3,162.3,76.2,24.2,197.1,13.3,5.09,65.5,127.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
174.7,566.4,80.9,139.8,43.2,31.2,8.28,93.6,37.6,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
370.5,168.9,115.9,14.9,145.8,24.0,3.64,74.5,171.2,Poor,Very Poor,Poor,Poor,Poor,Poor
112.6,200.6,196.1,62.5,102.4,11.3,7.59,53.2,172.4,Poor,Very Poor,Poor,Poor,Poor,Poor
222.1,57.8,20.7,58.0,115.2,20.5,1.07,4.3,128.1,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
444.2,411.7,190.4,56.4,25.4,39.6,7.3,64.2,193.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
27.4,554.4,21.2,101.0,226.0,14.1,3.65,17.7,88.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
33.3,267.3,50.0,119.5,9.3,19.9,1.81,6.0,5.7,Poor,Very Poor,Very Poor,Poor,Poor,Poor
50.3,27.3,65.4,40.5,170.7,0.8,2.81,71.2,153.8,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
159.8,383.9,53.6,147.1,90.6,34.8,8.64,81.7,131.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
404.5,162.3,12.1,11.3,17.9,9.2,4.9,2.6,82.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
57.1,481.9,76.6,2.3,221.9,11.6,9.38,84.8,181.4,Severe,Very Poor,Poor,Severe,Severe,Severe
371.2,572.3,194.0,142.5,189.6,49.8,9.58,37.6,129.1,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
326.9,21.5,60.5,50.7,26.5,21.3,9.39,86.3,103.8,Severe,Very Poor,Moderate,Severe,Severe,Severe
496.2,183.6,130.7,73.0,244.4,15.1,1.75,50.9,77.2,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
211.8,240.9,127.8,119.1,246.1,18.7,8.84,7.4,167.8,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
59.2,529.6,140.2,83.1,128.6,41.0,2.16,99.4,23.9,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
334.2,286.2,108.7,139.7,54.2,32.4,2.99,14.9,76.3,Severe,Very Poor,Moderate,Severe,Severe,Severe
83.6,309.6,192.5,32.8,126.2,21.1,4.99,25.5,45.7,Poor,Very Poor,Very Poor,Poor,Poor,Poor
171.0,548.9,66.3,99.3,102.8,29.8,1.41,25.7,49.9,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
22.5,395.8,27.7,28.0,161.2,15.1,1.11,23.5,113.6,Very Poor,Very Poor,Satisfactory,Severe,Very Poor,Very Poor
432.4,346.2,55.6,96.4,153.9,10.6,5.21,25.6,149.5,Poor,Very Poor,Severe,Poor,Poor,Poor
26.4,103.7,179.0,4.2,227.2,31.8,1.54,43.6,55.0,Moderate,Very Poor,Good,Very Poor,Moderate,Moderate
315.6,581.4,101.0,16.5,122.2,13.5,9.84,31.6,118.5,Severe,Very Poor,Severe,Severe,Severe,Severe
379.8,239.0,184.0,28.5,90.5,44.0,7.99,59.7,91.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
417.7,174.8,2.6,83.7,215.2,8.7,5.12,38.7,86.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
174.6,179.3,143.0,48.0,228.3,28.7,5.04,86.5,78.7,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
211.1,486.0,109.5,84.1,43.9,10.9,3.91,51.9,8.3,Severe,Very Poor,Severe,Severe,Severe,Severe
226.3,101.5,111.8,12.6,132.6,22.5,0.36,46.7,5.6,Very Poor,Very Poor,Good,Very Poor,Very Poor,Very Poor
415.2,251.7,192.5,76.2,178.7,34.3,8.96,94.7,33.8,Poor,Very Poor,Moderate,Poor,Poor,Poor
382.0,224.5,138.3,107.6,72.9,44.0,7.03,90.9,109.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
242.4,458.8,163.4,108.5,128.0,14.8,9.82,66.5,179.1,Severe,Very Poor,Poor,Severe,Severe,Severe
339.9,477.6,91.9,9.1,140.9,24.0,0.0,88.4,104.3,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
381.8,141.5,111.1,92.3,203.8,38.8,3.62,34.6,53.2,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
152.3,307.8,57.4,137.3,53.5,37.8,7.91,83.4,11.5,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
323.2,460.7,66.2,93.2,231.3,13.0,2.13,42.3,37.6,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
246.2,7.0,34.3,60.9,44.6,25.6,1.37,88.3,162.8,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
317.2,589.6,198.2,120.9,238.1,12.8,5.96,22.3,42.9,Severe,Very Poor,Severe,Severe,Severe,Severe
491.6,534.4,89.5,6.6,73.1,8.2,1.73,48.2,65.5,Satisfactory,Very Poor,Satisfactory,Satisfactory,Satisfactory,Moderate
261.3,97.8,152.7,104.0,140.5,7.4,6.98,12.3,120.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
212.9,582.7,95.6,135.7,186.1,48.4,7.43,67.7,106.8,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
420.7,306.8,2.2,127.5,237.4,44.2,8.97,25.1,130.1,Poor,Very Poor,Severe,Poor,Poor,Poor
440.7,391.6,131.2,112.6,192.6,39.4,2.16,46.4,197.3,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
310.2,123.8,75.9,8.0,82.4,14.1,3.53,61.9,33.6,Severe,Very Poor,Satisfactory,Severe,Severe,Moderate
83.2,560.2,89.6,145.4,60.9,8.6,0.29,18.4,155.8,Moderate,Very Poor,Very Poor,Moderate,Moderate,Poor
358.8,346.4,53.9,77.5,220.5,12.8,2.89,97.8,129.2,Poor,Very Poor,Severe,Poor,Poor,Poor
430.8,581.1,116.5,3.2,186.4,34.9,4.27,57.1,173.7,Poor,Very Poor,Severe,Poor,Poor,Poor
202.1,76.4,73.3,28.3,243.5,37.4,4.3,77.5,74.7,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
97.8,44.3,86.3,21.9,77.1,12.4,7.13,91.5,148.8,Poor,Very Poor,Poor,Poor,Poor,Moderate
446.2,399.5,38.2,71.3,190.0,14.7,0.27,96.1,185.0,Very Poor,Very Poor,Poor,Poor,Very Poor,Poor
477.9,517.2,83.9,60.0,222.7,34.8,9.05,87.8,71.0,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
139.6,67.4,160.5,51.7,132.1,35.9,6.46,39.1,21.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
50.2,175.3,50.1,26.1,162.6,14.2,4.44,87.7,131.8,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
431.2,110.3,111.8,144.3,75.3,27.2,8.93,14.7,121.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
68.8,256.2,141.8,19.6,204.5,12.9,6.02,59.2,171.1,Poor,Very Poor,Poor,Poor,Poor,Poor
462.5,5.5,178.9,104.8,94.1,12.8,0.38,49.6,17.8,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
281.2,207.8,192.7,37.8,11.6,4.0,7.48,60.3,48.0,Severe,Very Poor,Moderate,Severe,Severe,Severe
61.9,538.7,23.1,110.8,23.9,14.3,3.6,86.2,56.6,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
475.7,391.3,107.2,89.3,83.2,38.6,6.35,44.8,86.8,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
62.3,275.4,76.7,17.3,51.5,40.8,4.91,9.4,174.5,Poor,Very Poor,Poor,Poor,Poor,Poor
311.9,590.9,150.0,142.8,182.7,33.5,5.81,49.8,170.0,Severe,Very Poor,Severe,Severe,Severe,Severe
54.6,59.1,48.3,48.6,194.3,10.9,5.23,56.0,113.8,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
416.8,324.0,98.4,69.2,156.6,4.9,7.23,78.9,195.1,Poor,Very Poor,Poor,Poor,Poor,Poor
159.3,42.2,111.3,87.4,221.2,2.2,5.06,36.0,182.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
266.9,228.6,9.9,127.1,219.5,9.2,9.76,28.4,191.7,Severe,Very Poor,Poor,Severe,Severe,Severe
269.2,313.6,97.5,100.6,193.2,12.7,7.6,14.8,60.3,Severe,Very Poor,Moderate,Severe,Severe,Severe
400.6,320.9,120.8,37.0,71.6,5.9,2.19,21.8,24.7,Poor,Very Poor,Satisfactory,Poor,Poor,Poor
61.7,544.7,102.0,85.8,178.3,46.7,7.77,24.0,34.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
96.6,1.9,118.5,120.8,81.8,26.4,2.84,61.7,191.9,Poor,Very Poor,Poor,Poor,Poor,Poor
168.2,328.7,78.4,81.3,45.6,3.6,2.64,42.1,72.4,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
391.6,478.1,164.4,49.5,153.5,43.8,5.82,28.4,109.8,Severe,Very Poor,Severe,Severe,Severe,Severe
279.5,60.6,148.4,77.3,23.5,21.3,3.25,29.8,71.1,Severe,Very Poor,Moderate,Severe,Severe,Severe
298.6,250.9,155.2,55.0,16.7,45.0,9.13,61.3,185.9,Severe,Very Poor,Poor,Severe,Severe,Severe
383.1,111.6,34.2,140.1,247.1,24.3,4.13,41.2,91.1,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
54.4,394.3,2.2,130.8,74.6,8.5,8.41,63.7,98.6,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
101.6,379.1,47.0,37.1,146.8,49.5,6.16,74.8,78.4,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
127.7,272.1,84.4,112.5,116.3,10.0,3.12,89.6,181.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
159.0,324.9,116.5,81.5,109.2,37.0,3.93,33.5,161.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
17.6,401.7,54.6,133.6,52.6,15.8,7.6,25.9,110.1,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
127.7,409.8,98.0,40.6,4.9,16.2,1.8,97.4,75.2,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
133.5,222.1,98.4,148.1,90.5,21.8,5.14,50.8,108.2,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
215.1,188.2,103.9,96.2,112.6,18.1,3.45,54.4,3.4,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
182.3,366.4,63.3,24.2,111.0,42.8,4.95,77.4,128.4,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
77.8,270.7,110.0,66.6,194.6,36.5,2.06,73.2,159.6,Poor,Very Poor,Poor,Poor,Poor,Poor
488.0,587.1,146.4,96.5,117.7,2.4,3.83,28.1,187.1,Poor,Very Poor,Severe,Poor,Poor,Poor
181.2,416.9,76.0,146.2,130.9,35.1,4.36,53.3,177.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
476.9,285.2,53.1,41.6,100.5,6.0,4.16,57.0,86.3,Poor,Very Poor,Moderate,Poor,Poor,Poor
206.8,556.0,26.6,51.3,21.2,18.9,2.84,53.4,59.1,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
58.7,225.1,85.9,60.8,59.7,4.9,9.75,89.0,128.3,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
34.4,98.3,43.8,40.7,211.1,30.6,7.24,92.7,152.3,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
54.3,438.4,195.6,68.2,107.1,46.4,0.4,9.3,47.8,Severe,Very Poor,Satisfactory,Satisfactory,Severe,Poor
345.7,480.3,157.1,95.2,59.2,36.1,2.24,99.1,51.6,Severe,Very Poor,Severe,Severe,Severe,Severe
282.5,260.0,106.1,66.7,53.0,41.3,3.52,31.0,159.7,Severe,Very Poor,Poor,Severe,Severe,Severe
259.7,291.0,48.3,23.6,120.6,42.0,4.15,97.3,169.0,Severe,Very Poor,Poor,Severe,Severe,Very Poor
61.1,428.0,49.6,48.7,13.0,0.1,1.93,62.0,50.8,Very Poor,Very Poor,Satisfactory,Moderate,Very Poor,Very Poor
403.1,520.7,166.1,48.3,201.2,48.6,2.66,54.5,45.5,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
72.6,488.3,25.8,88.4,39.7,27.3,8.27,98.9,27.5,Severe,Very Poor,Very Poor,Severe,Severe,Severe
131.4,498.0,84.6,140.8,214.1,36.6,7.39,38.2,191.4,Severe,Very Poor,Poor,Severe,Severe,Severe
99.8,95.8,72.7,30.0,107.2,46.0,0.33,38.8,84.4,Poor,Very Poor,Satisfactory,Poor,Poor,Poor
53.8,228.5,30.4,66.9,144.9,31.5,9.78,39.7,186.7,Poor,Very Poor,Poor,Poor,Poor,Poor
405.6,479.1,10.6,125.2,215.5,47.4,3.85,48.2,161.3,Severe,Very Poor,Severe,Severe,Severe,Severe
485.5,128.0,37.5,103.7,79.1,10.8,1.14,6.5,133.6,Moderate,Very Poor,Moderate,Satisfactory,Moderate,Moderate
236.0,365.1,149.2,94.2,189.1,3.1,9.37,54.2,5.2,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
233.4,577.7,14.0,137.3,233.7,20.5,9.75,38.2,195.9,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
329.8,297.1,57.0,83.9,115.6,18.0,2.89,19.2,195.6,Severe,Very Poor,Poor,Severe,Severe,Severe
385.7,439.2,172.5,77.4,128.0,12.0,9.63,61.3,16.7,Severe,Very Poor,Severe,Severe,Severe,Severe
152.0,512.9,181.3,136.2,111.0,9.7,3.32,48.4,193.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
397.5,395.4,0.3,72.1,41.0,42.7,6.57,24.9,82.5,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
344.2,160.4,125.4,51.2,110.6,7.7,8.57,37.7,93.7,Severe,Very Poor,Moderate,Severe,Severe,Severe
443.2,410.6,98.4,120.8,33.5,1.8,1.24,13.2,107.0,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
399.8,181.7,97.1,11.0,105.7,2.0,7.73,92.4,22.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Severe
398.8,410.2,194.0,32.4,69.5,41.9,4.41,44.2,170.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
285.9,364.1,188.5,114.6,49.6,15.6,5.34,94.7,184.3,Severe,Very Poor,Poor,Severe,Severe,Severe
411.2,312.3,22.4,82.6,247.5,40.5,8.92,40.8,151.2,Poor,Very Poor,Severe,Poor,Poor,Poor
233.2,534.6,159.1,75.7,54.7,2.6,5.89,25.6,80.6,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
191.4,53.2,79.7,135.9,245.5,38.8,6.54,31.1,157.8,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
432.6,546.9,163.7,11.7,206.5,15.4,6.56,51.4,43.5,Moderate,Very Poor,Severe,Moderate,Moderate,Severe
395.5,574.6,153.1,77.7,89.5,39.8,2.98,53.1,6.1,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
297.4,517.1,6.8,48.9,25.8,39.8,0.97,63.1,71.4,Severe,Very Poor,Satisfactory,Severe,Severe,Very Poor
167.8,161.6,41.2,137.1,138.6,11.3,6.57,84.2,120.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
43.4,329.5,42.5,39.0,104.8,21.4,5.7,67.4,143.2,Poor,Very Poor,Very Poor,Poor,Poor,Poor
258.0,458.8,56.1,39.7,214.2,49.5,1.75,25.8,74.6,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
361.1,526.4,86.5,93.3,236.6,27.6,5.38,74.8,193.7,Poor,Very Poor,Severe,Poor,Poor,Poor
328.6,42.9,140.2,101.1,60.7,40.9,8.03,79.3,18.5,Severe,Very Poor,Moderate,Severe,Severe,Severe
294.3,192.6,76.1,88.3,135.5,12.8,3.98,87.7,90.2,Severe,Very Poor,Moderate,Severe,Severe,Severe
27.2,32.7,88.5,98.6,101.9,33.1,2.01,55.7,170.8,Poor,Very Poor,Poor,Poor,Poor,Poor
200.7,395.2,118.8,116.9,204.5,48.6,1.55,12.4,155.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
473.1,291.2,24.4,86.1,124.6,21.3,9.61,44.1,94.0,Poor,Very Poor,Moderate,Poor,Poor,Poor
377.4,271.3,152.1,85.7,47.1,41.3,6.56,100.0,89.1,Poor,Very Poor,Moderate,Poor,Poor,Poor
442.5,553.2,168.2,139.4,16.3,16.4,3.29,98.2,198.7,Poor,Very Poor,Severe,Poor,Poor,Poor
446.7,50.2,59.9,20.5,186.6,3.1,8.58,77.2,132.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Severe
97.7,330.1,6.9,32.9,155.9,23.2,4.28,18.7,24.3,Poor,Very Poor,Very Poor,Poor,Poor,Poor
31.1,294.6,21.5,116.6,226.5,37.3,9.97,60.3,181.7,Poor,Very Poor,Poor,Poor,Poor,Poor
123.8,37.8,31.3,0.9,208.8,28.2,4.27,34.7,131.1,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Satisfactory
447.0,324.9,82.9,56.1,196.5,49.3,7.14,6.2,157.6,Poor,Very Poor,Poor,Poor,Poor,Poor
26.1,64.6,76.0,24.1,184.2,48.6,2.51,89.8,116.9,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
304.4,160.5,90.3,16.4,63.2,48.6,3.37,71.0,20.2,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
317.3,85.4,182.9,137.7,189.1,47.9,4.06,58.8,68.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
21.1,441.9,140.2,28.4,179.8,34.6,5.81,4.1,119.6,Severe,Very Poor,Very Poor,Severe,Severe,Severe
98.1,136.3,76.9,19.9,123.0,36.6,10.0,32.3,58.3,Poor,Very Poor,Moderate,Poor,Poor,Poor
184.1,453.3,156.2,142.5,81.3,42.2,1.96,43.9,76.4,Severe,Very Poor,Severe,Very Poor,Severe,Severe
23.4,514.2,148.0,141.5,46.8,39.3,7.51,9.7,141.8,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
448.8,498.0,126.8,42.1,161.9,36.7,5.83,26.7,151.2,Severe,Very Poor,Severe,Severe,Severe,Severe
98.3,497.5,75.7,88.5,208.9,29.1,7.67,5.2,109.9,Severe,Very Poor,Very Poor,Severe,Severe,Severe
172.7,538.0,113.2,139.4,57.6,1.9,3.43,61.8,150.1,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
79.1,59.5,52.3,44.1,76.4,32.9,3.27,77.6,83.2,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
327.6,554.8,34.3,105.9,127.5,6.7,4.04,50.4,165.2,Severe,Very Poor,Severe,Severe,Severe,Severe
154.9,299.2,135.8,104.4,155.2,31.3,5.39,65.4,123.2,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
338.5,331.9,34.3,14.1,196.7,36.0,7.45,53.6,50.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
382.8,480.7,68.9,75.7,209.8,39.1,2.49,35.5,53.6,Severe,Very Poor,Severe,Severe,Severe,Severe
117.4,221.0,10.4,112.5,79.7,27.4,5.65,61.5,174.4,Poor,Very Poor,Poor,Poor,Poor,Poor
252.3,371.2,24.7,12.6,130.6,23.5,7.03,19.7,105.9,Severe,Very Poor,Severe,Severe,Severe,Severe
25.1,334.7,45.9,112.4,141.7,5.0,4.59,26.7,161.5,Poor,Very Poor,Poor,Poor,Poor,Poor
21.9,338.1,178.9,52.5,177.6,49.3,1.41,43.4,43.8,Poor,Very Poor,Very Poor,Satisfactory,Poor,Poor
127.0,324.9,125.1,128.9,143.8,39.8,2.39,21.2,58.9,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
68.9,250.7,166.9,0.7,49.7,33.2,3.94,98.3,50.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
491.0,300.0,119.9,128.2,178.8,31.0,0.26,27.3,28.7,Poor,Very Poor,Satisfactory,Poor,Poor,Severe
442.7,208.5,49.3,35.1,206.4,22.4,6.85,66.9,0.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
485.1,511.9,137.4,13.5,184.4,14.2,1.77,13.9,103.7,Moderate,Very Poor,Satisfactory,Satisfactory,Moderate,Severe
298.0,544.4,65.5,19.6,29.9,9.5,6.69,33.2,175.8,Severe,Very Poor,Severe,Severe,Severe,Severe
347.6,53.8,147.7,18.5,221.4,47.7,3.24,53.5,101.1,Severe,Very Poor,Moderate,Severe,Severe,Severe
90.8,185.4,143.2,46.8,229.7,39.8,4.19,22.3,185.4,Poor,Very Poor,Poor,Poor,Poor,Poor
